"Date","Price","Open","High","Low","Vol.","Change %"
"06/05/2020","556.91","559.00","559.23","546.89","89.64M","-0.98%"
"06/04/2020","562.41","563.26","565.15","562.04","86.93M","0.83%"
"06/03/2020","557.78","557.88","558.55","553.75","79.27M","-0.36%"
"06/02/2020","559.78","567.43","567.70","557.68","113.79M","-0.74%"
"06/01/2020","563.98","559.14","564.24","557.47","122.76M","1.84%"
"05/29/2020","553.77","546.27","554.56","546.27","106.47M","1.68%"
"05/28/2020","544.62","543.92","547.05","542.51","82.97M","0.65%"
"05/27/2020","541.10","540.15","541.10","531.54","85.33M","0.50%"
"05/26/2020","538.43","543.99","546.26","537.38","101.61M","-0.63%"
"05/25/2020","541.84","538.77","542.18","536.27","75.72M","0.91%"
"05/22/2020","536.94","533.78","537.50","533.46","109.36M","0.96%"
"05/21/2020","531.83","535.13","535.21","524.11","83.35M","-0.39%"
"05/20/2020","533.93","533.85","535.90","531.59","85.74M","1.16%"
"05/19/2020","527.81","518.97","528.37","518.59","128.40M","3.70%"
"05/15/2020","508.99","505.02","511.82","502.61","94.68M","2.15%"
"05/14/2020","498.26","493.18","498.58","492.76","64.87M","0.98%"
"05/13/2020","493.41","506.39","507.72","492.56","76.34M","-1.46%"
"05/12/2020","500.71","498.26","504.71","498.26","80.00M","1.11%"
"05/11/2020","495.20","495.92","497.32","491.65","81.23M","0.63%"
"05/08/2020","492.09","489.23","492.49","489.23","77.62M","0.79%"
"05/07/2020","488.22","480.83","488.34","480.50","73.69M","1.96%"
"05/06/2020","478.82","481.45","482.28","478.29","56.64M","-0.34%"
"05/05/2020","480.47","478.46","480.78","476.98","70.82M","0.92%"
"05/04/2020","476.07","473.26","476.40","473.26","71.89M","0.63%"
"05/01/2020","473.09","469.69","473.99","466.17","64.90M","0.29%"
"04/30/2020","471.74","478.70","478.91","469.67","84.21M","-1.18%"
"04/29/2020","477.36","472.36","477.36","472.36","95.04M","1.37%"
"04/28/2020","470.89","473.22","473.47","467.63","68.10M","0.10%"
"04/27/2020","470.42","463.21","470.44","462.63","82.33M","1.68%"
"04/24/2020","462.64","460.82","462.77","455.56","66.36M","1.34%"
